oad_Type,Road_Condition,Weather_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,T_Junction,Crossing,Stop_Signal,Railway_Crossing,Speed_Breaker,Severity_Level
Rural,Wet,Sunny,51,40,Bus,31,31,82,1,1,0,1,0,Medium
Highway,Dry,Cloudy,109,80,Car,24,49,94,0,0,0,0,1,Low
Highway,Wet,Rainy,102,80,Bike,23,87,38,0,0,0,1,0,High
Rural,Damaged,Sunny,57,40,Bike,33,48,94,1,0,1,1,0,Medium
Highway,Dry,Rainy,89,80,Bike,28,86,48,0,1,1,1,0,Medium
Rural,Dry,Cloudy,33,40,Car,24,56,80,0,1,1,1,0,Low
Urban,Damaged,Sunny,74,50,Bike,29,53,99,0,1,1,1,1,Medium
Highway,Dry,Fog,106,80,Bike,18,89,31,0,0,1,1,1,Medium
Rural,Dry,Cloudy,31,40,Bus,29,60,96,1,0,1,1,1,Low
Urban,Wet,Sunny,50,50,Bike,36,44,87,0,0,0,0,1,Low
Rural,Dry,Rainy,29,40,Car,24,76,49,0,1,0,0,0,Low
Rural,Dry,Storm,41,40,Bus,22,87,37,0,1,0,0,0,Medium
Rural,Dry,Sunny,42,40,Bus,29,46,90,1,0,1,1,0,Medium
Highway,Wet,Sunny,82,80,Bike,28,45,94,0,0,0,1,0,Medium
Rural,Dry,Sunny,69,40,Bus,30,59,65,0,0,0,1,0,Low
Urban,Dry,Fog,56,50,Car,19,89,16,1,0,0,0,0,Medium
Urban,Dry,Storm,46,50,Bike,23,98,34,0,0,0,1,0,Medium
Highway,Dry,Storm,110,80,Car,23,96,22,0,1,1,0,0,Medium
Rural,Wet,Sunny,52,40,Truck,31,35,72,0,1,1,1,1,Medium
Highway,Dry,Storm,92,80,Car,24,92,13,0,1,0,0,0,Medium
Highway,Dry,Rainy,103,80,Car,25,79,35,0,0,0,1,1,Medium
Highway,Dry,Rainy,102,80,Bus,29,70,36,1,0,1,0,0,Medium
Highway,Dry,Cloudy,93,80,Bike,26,44,96,0,1,1,1,0,Medium
Highway,Dry,Cloudy,70,80,Bus,30,54,78,1,1,1,0,1,Low
Highway,Dry,Sunny,108,80,Truck,28,55,81,1,0,0,0,1,Low
Urban,Dry,Sunny,49,50,Bike,37,35,71,0,1,1,0,0,Low
Rural,Dry,Sunny,35,40,Bus,32,49,67,0,0,0,1,0,Low
Urban,Dry,Fog,32,50,Car,21,95,24,1,0,1,1,0,Medium
Rural,Dry,Sunny,65,40,Car,36,58,97,0,0,0,1,0,Low
Rural,Dry,Storm,52,40,Car,25,97,42,0,1,1,0,0,Medium
Rural,Dry,Fog,44,40,Car,24,92,35,1,0,0,1,0,Medium
Rural,Dry,Rainy,35,40,Truck,24,82,49,0,1,1,1,0,Medium
Rural,Dry,Sunny,27,40,Bike,36,49,74,0,1,1,1,1,Low
Highway,Dry,Fog,62,80,Car,18,95,33,0,1,0,0,1,Medium
Rural,Wet,Rainy,58,40,Truck,23,92,55,1,1,0,0,1,Medium
Highway,Dry,Fog,76,80,Bus,21,93,11,1,1,1,1,0,Medium
Urban,Dry,Cloudy,53,50,Bike,25,60,89,1,1,1,1,0,Medium
Highway,Dry,Sunny,114,80,Bike,35,31,74,0,0,0,0,0,Low
Highway,Damaged,Cloudy,78,80,Bus,29,67,73,0,0,1,1,1,Low
Highway,Dry,Cloudy,95,80,Truck,28,64,66,0,1,1,0,0,Low
Rural,Wet,Cloudy,20,40,Car,31,42,77,0,0,0,0,1,Low
Urban,Wet,Storm,47,50,Truck,25,87,32,1,1,0,1,0,High
Rural,Wet,Cloudy,27,40,Truck,28,60,78,1,0,1,1,1,Medium
Urban,Damaged,Sunny,79,50,Truck,32,43,63,1,1,1,0,1,Medium
Highway,Damaged,Sunny,77,80,Bike,38,45,66,1,0,0,0,1,Low
Rural,Wet,Storm,62,40,Bus,26,94,22,1,0,1,1,1,High
Highway,Dry,Rainy,64,80,Bike,24,74,41,1,0,1,1,0,Medium
Highway,Damaged,Cloudy,115,80,Car,24,59,78,1,1,0,1,0,Medium
Urban,Dry,Rainy,74,50,Truck,27,94,46,0,1,1,1,0,Medium
Urban,Damaged,Fog,33,50,Car,20,86,45,0,0,0,0,1,Medium
Rural,Dry,Storm,68,40,Bus,22,94,22,0,1,1,0,1,Medium
Highway,Wet,Fog,78,80,Truck,23,88,24,1,0,1,1,0,High
Highway,Dry,Storm,113,80,Car,20,95,10,1,1,0,1,0,High
Highway,Dry,Cloudy,118,80,Bike,30,45,93,0,1,0,0,1,Low
Highway,Damaged,Sunny,79,80,Truck,37,47,72,1,1,1,1,1,Medium
Highway,Wet,Rainy,76,80,Bike,22,84,46,1,1,1,1,1,Medium
Highway,Dry,Fog,98,80,Car,19,98,47,1,0,0,1,0,Medium
Urban,Dry,Cloudy,77,50,Car,25,40,88,0,0,0,1,0,Low
Urban,Wet,Cloudy,58,50,Bike,25,68,73,1,1,1,0,1,Medium
Highway,Damaged,Fog,105,80,Bus,19,97,35,0,1,0,0,0,High
Highway,Dry,Rainy,116,80,Bike,23,94,58,0,0,1,0,0,Medium
Urban,Dry,Cloudy,50,50,Bus,27,40,91,1,0,0,1,0,Low
Highway,Dry,Cloudy,115,80,Bus,29,44,66,1,1,1,0,0,Medium
Highway,Damaged,Cloudy,99,80,Truck,29,68,64,1,1,0,0,1,Medium
Urban,Dry,Fog,34,50,Truck,21,99,40,0,0,0,0,0,Low
Highway,Wet,Fog,61,80,Bus,21,91,25,0,0,1,0,1,Medium
Urban,Dry,Cloudy,53,50,Bike,28,53,85,1,1,1,0,1,Medium
Urban,Dry,Fog,44,50,Car,20,88,37,1,1,1,0,1,Medium
Highway,Dry,Cloudy,73,80,Bus,29,59,74,0,1,0,0,0,Low
Highway,Damaged,Fog,84,80,Bike,18,99,29,0,0,0,1,0,High
Rural,Dry,Cloudy,63,40,Bike,31,42,96,0,0,1,1,1,Low
Highway,Dry,Storm,84,80,Truck,20,83,38,0,0,0,1,1,Medium
Rural,Dry,Rainy,51,40,Bus,24,72,36,0,1,1,1,0,High
Urban,Dry,Sunny,67,50,Truck,36,31,86,1,1,1,1,0,Medium
Urban,Wet,Cloudy,48,50,Bike,28,45,77,1,0,1,1,0,Medium
Highway,Dry,Cloudy,87,80,Truck,28,42,66,1,0,1,0,1,Low
Rural,Dry,Storm,58,40,Car,20,89,27,1,0,0,0,0,Medium
Rural,Dry,Sunny,54,40,Truck,28,59,72,0,0,0,1,1,Low
Highway,Damaged,Sunny,94,80,Car,31,43,94,0,1,1,1,0,Medium
Highway,Dry,Sunny,65,80,Car,29,51,95,0,0,0,1,0,Low
Urban,Dry,Cloudy,49,50,Bike,29,44,97,0,0,1,0,1,Low
Highway,Dry,Cloudy,65,80,Bus,27,41,90,1,1,0,0,1,Low
Urban,Dry,Storm,49,50,Car,23,81,32,1,1,1,0,0,Medium
Highway,Wet,Cloudy,82,80,Car,24,43,92,0,0,0,1,0,Medium
Rural,Damaged,Fog,25,40,Bike,22,87,11,1,0,1,0,0,Medium
Urban,Damaged,Rainy,48,50,Truck,29,86,35,1,1,1,0,0,High
Highway,Dry,Sunny,106,80,Car,30,53,82,1,1,0,1,0,Medium
Rural,Wet,Storm,44,40,Bike,27,84,19,1,1,1,0,0,High
Highway,Wet,Fog,113,80,Bike,24,88,44,1,0,0,1,1,Medium
Highway,Wet,Cloudy,71,80,Truck,27,48,98,1,1,1,1,1,Medium
Rural,Dry,Sunny,24,40,Bike,31,45,76,0,1,0,1,0,Low
Urban,Dry,Cloudy,45,50,Bike,25,52,82,1,0,1,0,0,Low
Highway,Dry,Sunny,92,80,Bike,39,45,88,0,0,0,1,1,Low
Urban,Dry,Sunny,41,50,Bus,34,47,75,1,0,0,0,0,Low
Rural,Wet,Cloudy,33,40,Bike,27,48,81,0,1,0,0,0,Low
Highway,Dry,Rainy,79,80,Bike,28,83,66,0,1,0,1,1,Low
Urban,Dry,Cloudy,60,50,Bus,26,61,86,1,1,0,0,1,Low
Rural,Dry,Cloudy,59,40,Truck,27,43,66,1,1,0,0,1,Low
Highway,Dry,Sunny,72,80,Truck,31,54,82,0,0,0,1,1,Low
Rural,Damaged,Fog,53,40,Bike,19,96,44,1,0,1,0,1,Medium
Highway,Wet,Storm,65,80,Truck,23,94,43,0,1,0,1,1,Medium
Urban,Wet,Cloudy,31,50,Bike,31,61,85,1,0,0,0,1,Low
Urban,Dry,Fog,40,50,Truck,19,92,36,1,1,0,0,0,Medium
Urban,Dry,Storm,60,50,Car,27,91,28,1,1,1,1,0,High
Rural,Dry,Rainy,29,40,Bus,22,77,65,1,0,1,0,0,Low
Urban,Wet,Cloudy,34,50,Truck,24,53,68,0,1,0,0,0,Low
Highway,Wet,Storm,97,80,Truck,24,80,41,1,0,1,0,0,Medium
Urban,Dry,Fog,36,50,Truck,19,90,21,0,1,0,0,1,Medium
Highway,Dry,Rainy,74,80,Bike,24,92,62,1,1,1,1,0,Medium
Rural,Wet,Rainy,68,40,Bus,27,94,65,1,0,0,0,1,Medium
Highway,Dry,Rainy,73,80,Car,29,74,46,0,0,0,1,1,Low
Highway,Damaged,Sunny,70,80,Car,30,34,80,1,0,1,0,0,Low
Rural,Wet,Cloudy,69,40,Bike,24,48,75,0,0,1,1,1,Medium
Rural,Dry,Rainy,61,40,Truck,29,86,64,0,1,1,1,0,Medium
Urban,Dry,Cloudy,78,50,Bus,29,57,66,1,0,0,1,0,Low
Rural,Dry,Sunny,56,40,Car,29,49,71,0,0,0,0,0,Low
Rural,Dry,Cloudy,32,40,Bike,27,47,73,1,1,1,1,0,Low
Highway,Damaged,Storm,97,80,Bike,25,81,33,1,0,0,1,1,High
Highway,Dry,Storm,113,80,Bus,21,84,19,1,1,1,1,0,High
Highway,Dry,Cloudy,110,80,Bus,26,44,69,1,0,1,0,0,Low
Highway,Dry,Fog,70,80,Truck,24,90,49,1,1,1,0,0,Medium
Highway,Wet,Rainy,73,80,Bike,27,93,43,1,1,0,0,0,Medium
Highway,Damaged,Rainy,78,80,Truck,29,83,40,1,1,1,1,1,Medium
Highway,Dry,Rainy,78,80,Bus,25,88,42,0,1,1,1,0,Medium
Rural,Dry,Cloudy,64,40,Bus,29,46,82,0,1,1,0,1,Low
Urban,Wet,Rainy,69,50,Bus,24,74,50,1,0,1,1,0,High
Rural,Dry,Cloudy,67,40,Bike,28,48,74,0,1,1,1,0,Medium
Highway,Dry,Cloudy,81,80,Car,31,41,62,1,0,1,0,1,Low
Urban,Wet,Storm,30,50,Car,23,92,41,0,1,0,0,1,Medium
Rural,Dry,Cloudy,21,40,Truck,30,60,71,1,0,0,1,0,Low
Rural,Dry,Cloudy,41,40,Car,28,40,74,0,0,0,0,1,Low
Urban,Wet,Sunny,41,50,Bus,28,46,78,1,0,0,0,0,Low
Rural,Dry,Cloudy,38,40,Car,27,67,92,1,1,1,1,0,Low
Urban,Dry,Storm,35,50,Bus,21,97,35,0,0,0,0,0,Medium
Urban,Dry,Sunny,42,50,Bus,28,35,90,0,1,0,1,1,Low
Rural,Wet,Fog,66,40,Bus,20,94,30,1,1,0,1,0,High
Highway,Dry,Cloudy,101,80,Truck,25,49,79,0,0,1,1,0,Low
Highway,Wet,Sunny,118,80,Bus,35,31,85,1,0,1,1,1,Medium
Urban,Dry,Cloudy,51,50,Car,29,65,74,1,1,0,1,1,Medium
Urban,Wet,Rainy,38,50,Bus,26,80,44,0,1,0,0,0,Medium
Rural,Dry,Storm,68,40,Truck,20,90,20,0,0,1,0,0,Medium
Urban,Dry,Rainy,64,50,Truck,26,89,51,0,0,1,1,0,Medium
Highway,Dry,Cloudy,61,80,Bus,24,57,68,1,0,1,1,0,Low
Rural,Dry,Rainy,43,40,Bus,29,70,65,0,1,1,0,1,Medium
Urban,Wet,Storm,59,50,Bike,25,98,48,0,1,0,1,0,Medium
Urban,Dry,Fog,60,50,Bus,22,92,16,1,1,0,0,1,Medium
Highway,Wet,Rainy,108,80,Bus,28,94,55,1,1,1,0,0,High
Highway,Dry,Rainy,85,80,Truck,29,82,67,1,0,0,1,0,Medium
Urban,Dry,Fog,39,50,Truck,23,96,24,1,1,0,0,0,Medium
Rural,Dry,Rainy,50,40,Car,27,80,39,1,0,1,1,1,High
Urban,Wet,Cloudy,37,50,Car,28,64,95,0,0,0,0,1,Low
Urban,Wet,Storm,41,50,Bike,22,98,23,0,0,0,0,0,Medium
Highway,Damaged,Fog,96,80,Bike,24,95,11,1,1,0,1,0,High
Highway,Dry,Storm,83,80,Bike,27,99,21,0,1,1,0,0,Medium
Highway,Damaged,Storm,104,80,Bike,22,93,30,1,1,1,1,0,High
Rural,Dry,Fog,45,40,Bike,21,92,15,0,1,0,0,0,Medium
Rural,Wet,Sunny,38,40,Truck,37,40,95,0,1,0,0,1,Low
Highway,Damaged,Rainy,107,80,Truck,27,82,34,1,0,0,0,0,High
Rural,Damaged,Fog,43,40,Car,23,95,36,0,0,0,0,0,High
Highway,Damaged,Fog,92,80,Car,18,93,14,1,1,1,0,0,High
Urban,Damaged,Sunny,61,50,Truck,28,38,66,1,1,1,1,1,Medium
Highway,Dry,Fog,69,80,Bus,21,90,13,1,1,0,0,0,Medium
Urban,Dry,Fog,67,50,Bike,21,87,37,0,0,1,1,1,Medium
Highway,Dry,Rainy,61,80,Truck,25,70,47,0,0,1,1,0,Low
Urban,Dry,Storm,32,50,Bike,21,92,18,1,1,0,0,1,Medium
Urban,Wet,Fog,73,50,Bike,24,85,44,0,1,0,0,1,Medium
Highway,Dry,Storm,77,80,Bike,27,88,45,1,1,1,0,1,Medium
Urban,Dry,Fog,36,50,Bike,21,96,36,1,1,0,0,0,Medium
Rural,Damaged,Fog,56,40,Truck,22,87,48,1,0,0,0,0,Medium
Highway,Dry,Cloudy,119,80,Bike,26,60,84,0,0,1,1,0,Low
Urban,Wet,Storm,63,50,Bus,23,92,33,0,0,1,1,0,High
Highway,Dry,Sunny,87,80,Truck,29,40,87,1,0,1,0,0,Low
Urban,Dry,Storm,66,50,Bus,26,84,20,1,1,0,0,1,Medium
Urban,Wet,Fog,43,50,Car,21,99,26,0,1,0,0,0,Medium
Urban,Dry,Rainy,60,50,Bus,26,91,46,1,0,0,1,1,Medium
Rural,Dry,Rainy,34,40,Truck,27,94,64,1,1,1,1,1,Medium
Urban,Dry,Fog,41,50,Bike,22,91,38,0,0,0,0,1,Medium
Urban,Dry,Cloudy,58,50,Car,26,42,77,1,1,0,0,0,Low
Rural,Dry,Cloudy,57,40,Car,26,46,97,1,0,0,1,0,Low
Rural,Dry,Rainy,55,40,Bike,23,81,30,0,1,1,0,1,Medium
Rural,Dry,Rainy,55,40,Bike,25,87,42,0,0,1,1,1,Medium
Urban,Wet,Storm,67,50,Bus,26,99,12,1,0,0,1,1,High
Highway,Wet,Storm,82,80,Car,23,90,22,1,1,1,1,0,High
Highway,Dry,Rainy,93,80,Bus,29,77,42,0,1,0,1,0,Medium
Rural,Dry,Rainy,50,40,Bus,28,82,43,1,1,0,1,0,Medium
Urban,Wet,Cloudy,39,50,Car,28,55,84,1,0,0,0,0,Low
Urban,Wet,Storm,69,50,Bus,21,93,29,0,1,0,1,0,High
Highway,Dry,Fog,63,80,Car,20,87,47,1,1,0,0,0,Low
Highway,Damaged,Rainy,83,80,Truck,29,89,36,1,0,0,0,1,High
Highway,Wet,Storm,72,80,Truck,27,81,14,1,1,1,1,1,High
Highway,Wet,Rainy,88,80,Truck,27,87,43,0,0,0,1,0,Medium
Highway,Wet,Fog,83,80,Bus,19,87,38,1,1,1,1,0,High
Highway,Dry,Cloudy,75,80,Car,25,67,98,1,0,0,0,0,Low
Highway,Dry,Rainy,96,80,Car,28,74,57,0,1,1,0,1,Medium
Highway,Dry,Cloudy,82,80,Bus,31,48,62,0,1,0,0,0,Low
Rural,Dry,Storm,26,40,Bike,26,87,34,0,0,0,1,0,Medium
Highway,Dry,Sunny,60,80,Truck,36,35,64,1,0,0,0,1,Low
Rural,Dry,Fog,34,40,Car,21,98,21,1,0,0,1,0,Medium
Rural,Damaged,Cloudy,64,40,Car,28,68,72,1,0,1,1,0,Medium
Highway,Wet,Sunny,80,80,Car,28,41,63,0,0,1,1,0,Low
Rural,Dry,Sunny,65,40,Truck,38,32,84,0,0,1,0,1,Low
Highway,Wet,Storm,99,80,Truck,25,96,18,1,0,0,0,0,High
Rural,Wet,Fog,30,40,Car,24,87,49,0,1,1,0,0,Medium
Highway,Dry,Cloudy,116,80,Bike,25,64,94,1,1,1,1,0,Medium
Urban,Wet,Sunny,54,50,Car,32,42,74,0,0,0,1,1,Medium
Rural,Dry,Rainy,59,40,Bike,29,84,49,1,0,0,1,0,Medium
Highway,Wet,Storm,89,80,Truck,26,96,40,1,0,1,0,1,Medium
Urban,Damaged,Storm,42,50,Truck,27,97,34,1,0,1,1,1,High
Urban,Damaged,Storm,78,50,Bus,22,99,43,0,1,0,0,0,Medium
Urban,Dry,Fog,36,50,Bike,24,89,18,0,1,0,1,0,Medium
Urban,Damaged,Fog,54,50,Truck,22,95,46,0,1,1,0,0,Medium
Highway,Damaged,Rainy,74,80,Bus,28,87,30,0,0,1,1,0,Medium
Rural,Wet,Sunny,33,40,Truck,37,54,96,1,0,0,0,1,Low
Urban,Wet,Fog,68,50,Car,22,86,16,0,0,0,0,0,High
Rural,Dry,Fog,43,40,Bus,23,96,29,0,1,0,1,0,Medium
Rural,Dry,Storm,23,40,Car,24,96,17,0,1,0,1,1,Medium
Rural,Dry,Fog,61,40,Bus,20,88,24,0,1,0,1,0,Medium
Highway,Dry,Sunny,98,80,Bus,33,50,66,1,1,1,1,1,Medium
Urban,Damaged,Fog,74,50,Truck,18,87,34,0,1,0,1,0,High
Urban,Dry,Cloudy,45,50,Truck,24,42,83,0,1,1,0,1,Low
Highway,Dry,Rainy,113,80,Bus,25,93,44,1,1,0,0,1,Medium
Highway,Dry,Rainy,69,80,Bike,29,70,45,0,0,1,0,1,Low
Urban,Wet,Cloudy,64,50,Bus,24,40,82,0,1,1,0,1,Medium
Highway,Dry,Fog,113,80,Truck,22,92,38,0,0,1,0,1,Medium
Urban,Dry,Fog,62,50,Car,21,95,43,0,0,0,0,1,Medium
Urban,Wet,Rainy,44,50,Truck,25,89,64,0,0,0,1,0,Medium
Highway,Wet,Sunny,116,80,Truck,36,55,92,1,0,1,1,0,Medium
Highway,Damaged,Cloudy,76,80,Truck,31,66,70,1,0,1,0,1,Low
Rural,Dry,Sunny,23,40,Truck,36,46,80,0,1,1,1,0,Low
Highway,Dry,Rainy,100,80,Bike,23,87,30,0,0,0,1,0,Medium
Rural,Dry,Rainy,21,40,Bike,27,81,55,0,1,1,0,0,Low
Highway,Dry,Sunny,68,80,Bus,33,45,82,1,0,0,0,1,Low
Urban,Dry,Storm,39,50,Truck,20,96,29,0,0,0,1,1,Medium
Highway,Dry,Storm,98,80,Car,23,84,40,0,1,1,1,1,Medium
Rural,Dry,Fog,40,40,Bike,21,88,10,0,1,1,1,0,Medium
Highway,Dry,Sunny,80,80,Car,30,58,70,0,1,1,0,1,Low
Highway,Dry,Sunny,75,80,Bus,28,38,65,0,1,0,0,1,Low
Urban,Damaged,Rainy,39,50,Truck,29,83,40,1,1,0,1,1,Medium
Highway,Dry,Storm,60,80,Bike,21,84,11,1,0,0,1,0,Medium
Highway,Damaged,Rainy,88,80,Bus,29,89,66,1,0,1,1,0,High
Highway,Wet,Fog,62,80,Bus,19,88,13,1,1,1,0,1,High
Highway,Wet,Sunny,66,80,Bike,38,31,87,0,0,0,0,1,Low
Urban,Damaged,Storm,76,50,Bus,21,96,36,1,0,0,1,1,High
Rural,Dry,Fog,54,40,Bike,19,89,21,1,0,1,1,1,High
Rural,Wet,Fog,44,40,Bus,20,89,25,0,0,0,0,0,High
Highway,Dry,Storm,114,80,Car,24,89,12,1,1,0,0,1,Medium
Urban,Dry,Fog,30,50,Car,24,90,49,1,0,0,0,1,Low
Rural,Dry,Fog,60,40,Car,18,88,49,1,0,1,1,0,Medium
Rural,Dry,Sunny,67,40,Bus,33,39,82,1,1,0,1,1,Medium
Highway,Dry,Sunny,67,80,Truck,36,45,97,1,1,1,0,1,Low
Rural,Dry,Sunny,48,40,Truck,36,48,70,0,0,1,0,0,Low
Urban,Dry,Sunny,42,50,Bus,35,44,95,1,1,1,0,1,Low
Highway,Dry,Fog,117,80,Bike,24,90,34,0,0,1,1,0,Medium
Highway,Dry,Cloudy,88,80,Truck,28,49,68,1,0,0,1,0,Low
Highway,Dry,Cloudy,114,80,Bus,29,48,60,0,0,1,0,0,Low
Urban,Dry,Rainy,63,50,Car,26,74,36,0,0,1,1,1,Medium
Urban,Wet,Storm,77,50,Car,27,85,36,1,0,1,0,0,High
Urban,Dry,Cloudy,57,50,Bus,25,48,97,1,0,1,0,0,Low
Rural,Damaged,Rainy,22,40,Bus,23,89,65,1,0,0,0,0,Medium
Urban,Damaged,Storm,62,50,Car,26,90,44,0,1,1,1,1,High
Rural,Dry,Storm,67,40,Car,27,87,26,1,0,0,0,0,Medium
Urban,Damaged,Sunny,65,50,Bike,38,52,95,1,0,1,1,0,Medium
Urban,Dry,Sunny,64,50,Car,31,57,67,1,0,0,1,1,Low
Highway,Dry,Fog,100,80,Car,23,91,22,1,1,0,0,1,Medium
Urban,Wet,Rainy,48,50,Car,24,91,30,1,0,0,1,0,Medium
Rural,Dry,Rainy,61,40,Bike,24,88,63,0,1,0,0,1,Medium
Highway,Wet,Storm,107,80,Car,27,89,16,1,1,0,0,1,High
Urban,Dry,Storm,65,50,Truck,26,97,36,0,1,1,1,0,High
Urban,Dry,Cloudy,37,50,Bike,26,68,78,1,1,1,0,1,Low
Urban,Dry,Sunny,44,50,Truck,34,55,69,1,1,0,1,0,Low
Highway,Damaged,Sunny,106,80,Bus,28,47,77,1,0,0,1,1,Medium
Highway,Dry,Rainy,103,80,Truck,26,92,45,0,0,0,1,0,Medium
Highway,Dry,Cloudy,118,80,Bus,28,50,98,1,0,1,1,0,Medium
Highway,Dry,Fog,111,80,Bike,24,92,41,0,0,0,0,0,Medium
Urban,Dry,Rainy,55,50,Car,22,85,57,1,1,0,1,0,Medium
Highway,Dry,Fog,102,80,Truck,24,93,19,1,0,1,1,1,High
Rural,Wet,Fog,52,40,Bike,23,88,40,1,0,0,0,0,Medium
Rural,Damaged,Fog,44,40,Bike,19,88,33,1,0,0,0,1,High
Highway,Damaged,Cloudy,68,80,Bus,30,57,88,0,0,0,1,1,Low
Highway,Damaged,Storm,118,80,Truck,23,91,32,0,1,0,1,1,High
Urban,Dry,Fog,39,50,Truck,18,86,36,1,0,1,1,0,Medium
Urban,Wet,Rainy,32,50,Car,22,84,55,1,1,0,1,1,Medium
Rural,Damaged,Storm,56,40,Bike,25,86,29,0,0,0,1,0,High
Urban,Dry,Storm,40,50,Bike,24,89,10,1,0,1,1,0,Medium
Urban,Dry,Sunny,79,50,Truck,32,34,98,0,1,1,0,0,Low
Highway,Dry,Sunny,70,80,Bus,33,53,73,0,0,0,0,0,Low
Rural,Wet,Rainy,36,40,Truck,29,74,69,0,0,1,0,0,Medium
Rural,Dry,Fog,27,40,Truck,18,92,43,1,1,0,1,1,Medium
Urban,Dry,Fog,30,50,Truck,18,93,24,1,1,1,1,1,Medium
Rural,Dry,Cloudy,55,40,Bus,29,60,75,1,1,1,0,0,Medium
Highway,Wet,Storm,88,80,Bike,23,81,21,1,1,1,1,1,High
Highway,Dry,Rainy,65,80,Truck,22,75,63,0,1,0,0,0,Low
Urban,Dry,Storm,40,50,Bike,24,87,12,0,0,1,1,1,Medium
Rural,Dry,Sunny,49,40,Truck,38,32,80,0,0,1,1,1,Low
Rural,Damaged,Fog,33,40,Truck,22,99,36,0,1,0,0,1,Medium
Highway,Dry,Sunny,96,80,Bike,33,50,86,1,0,0,0,0,Low
Urban,Dry,Cloudy,63,50,Truck,28,50,60,1,1,1,0,0,Medium
Highway,Wet,Cloudy,100,80,Bike,28,44,84,0,1,1,1,0,Medium
Urban,Dry,Storm,49,50,Bus,21,81,40,0,0,1,1,0,Low
Urban,Dry,Sunny,44,50,Bike,33,30,79,0,0,0,1,1,Low
Urban,Dry,Sunny,33,50,Bike,29,51,93,1,1,0,0,0,Low
Urban,Dry,Rainy,69,50,Bus,27,70,53,1,0,0,1,1,Medium
Urban,Dry,Sunny,35,50,Truck,39,54,99,0,1,0,0,1,Low
Rural,Dry,Storm,35,40,Bike,25,83,32,0,0,0,0,0,Medium
Highway,Dry,Rainy,88,80,Bike,22,79,69,0,0,0,1,1,Medium
Rural,Dry,Cloudy,62,40,Bus,25,67,93,0,1,1,1,0,Medium
Rural,Dry,Rainy,31,40,Truck,22,82,37,0,0,0,0,0,Medium
Rural,Wet,Sunny,25,40,Bus,29,54,92,1,1,0,0,1,Low
Urban,Dry,Rainy,52,50,Car,27,93,52,0,0,0,1,0,Medium
Urban,Dry,Cloudy,71,50,Truck,25,67,98,0,0,0,1,0,Low
Urban,Dry,Cloudy,37,50,Truck,27,63,68,0,0,0,1,1,Low
Urban,Wet,Storm,34,50,Car,23,93,24,1,1,1,0,1,High
Rural,Wet,Fog,62,40,Bus,24,93,43,1,0,1,0,0,Medium
Urban,Dry,Cloudy,59,50,Bike,29,59,71,0,1,0,1,1,Low
Rural,Dry,Storm,28,40,Car,25,99,47,0,1,1,1,1,Medium
Highway,Dry,Fog,84,80,Bike,19,91,37,1,1,0,0,1,Medium
Highway,Wet,Cloudy,98,80,Bike,29,52,62,0,0,0,1,0,Medium
Highway,Dry,Storm,93,80,Bike,23,87,42,1,0,0,0,1,Medium
Rural,Dry,Storm,21,40,Truck,26,91,30,1,0,0,1,1,Medium
Rural,Wet,Cloudy,25,40,Truck,24,47,61,0,0,1,1,0,Low
Urban,Dry,Rainy,52,50,Truck,27,87,68,1,0,0,0,1,Medium
Urban,Damaged,Storm,66,50,Bike,27,84,35,0,0,0,1,0,High
Highway,Dry,Storm,83,80,Truck,21,90,15,0,0,1,0,0,Medium
Highway,Dry,Cloudy,100,80,Truck,26,62,98,1,1,1,0,1,Medium
Highway,Dry,Storm,66,80,Truck,23,84,11,0,1,0,0,1,Medium
Urban,Dry,Sunny,30,50,Bus,39,51,64,0,0,1,1,0,Low
Rural,Wet,Cloudy,33,40,Car,24,44,75,1,1,0,0,1,Low
Rural,Dry,Cloudy,47,40,Bus,25,45,91,1,1,0,0,0,Low
Highway,Dry,Cloudy,105,80,Truck,26,47,88,1,1,0,1,0,Medium
Highway,Dry,Storm,71,80,Bus,22,88,12,0,0,1,1,1,Medium
Urban,Dry,Rainy,42,50,Car,22,83,34,1,1,0,1,0,Medium
Highway,Dry,Storm,72,80,Car,20,87,12,0,0,1,0,1,Medium
Highway,Damaged,Cloudy,77,80,Car,24,64,93,1,1,0,1,1,Medium
Highway,Dry,Sunny,91,80,Truck,39,53,62,1,0,0,1,1,Low
Highway,Dry,Fog,63,80,Bus,19,91,34,1,0,0,0,1,Medium
Urban,Dry,Fog,59,50,Car,19,95,21,0,0,1,0,1,Medium
Rural,Dry,Storm,62,40,Car,20,90,46,1,0,0,1,1,Medium
Rural,Wet,Cloudy,68,40,Car,31,69,81,1,0,0,0,1,Medium
Urban,Wet,Sunny,72,50,Bus,28,43,92,0,1,1,1,0,Medium
Rural,Dry,Fog,24,40,Truck,21,96,40,0,0,1,0,1,Low
Highway,Dry,Storm,82,80,Car,20,82,11,0,1,0,1,0,Medium
Urban,Wet,Rainy,45,50,Bus,25,75,54,1,1,1,0,0,Medium
Urban,Wet,Storm,62,50,Truck,25,84,30,1,0,0,0,1,High
Urban,Dry,Rainy,75,50,Bike,28,70,43,0,1,0,0,0,Medium
Rural,Wet,Sunny,55,40,Bus,28,44,83,1,1,0,1,0,Medium
Urban,Dry,Sunny,46,50,Truck,37,30,99,0,0,1,1,0,Low
